,Planet Name,Detection Method,Orbital Period,Orbit Semi-Major Axis,Planet Radius,Planet Mass,Insolation Flux,Stellar Effective Temperature,Stellar Radius,RA [degree],Dec [degree],Habitable Zone Flag,Planet Classification
2330,Kepler-1604 b,Transit,0.68368426,0.0089,1.41,2.57,3567.57,4976.0,0.76,285.4106549,44.4122318,FALSE,Super Earths
2331,Kepler-1605 b,Transit,85.7565495,0.3912,1.08,1.28,16.73,5280.0,0.82,287.1349405,47.4886251,FALSE,Super Earths
2332,Kepler-1606 b,Transit,196.435224,0.6421,2.07,4.94,1.29,5422.0,0.86,286.3782987,43.0732287,TRUE,sub-Neptunes
2333,Kepler-1607 b,Transit,13.6473676,0.1075,0.92,0.721,449.63,6116.0,1.21,296.0598685,42.6560582,FALSE,Rocky
2334,Kepler-1608 b,Transit,16.4735686,0.1126,1.73,3.64,33.22,4992.0,0.72,295.563555,39.41757,FALSE,Super Earths
2335,Kepler-1609 b,Transit,114.34219,0.4679,2.22,5.56,12.97,6132.0,1.27,290.1465356,39.6658026,FALSE,sub-Neptunes
2336,Kepler-161 b,Transit,4.921355,0.054,2.12,12.1,123.4,5078.0,0.81,290.5164698,43.0838642,FALSE,sub-Neptunes
2337,Kepler-161 c,Transit,7.06424,0.068,2.05,11.8,76.2,5078.0,0.81,290.5164698,43.0838642,FALSE,sub-Neptunes
2338,Kepler-1610 b,Transit,8.70181574,0.0777,1.61,3.22,56.21,5383.0,0.87,295.9049795,45.4054296,FALSE,Super Earths
2339,Kepler-1611 b,Transit,5.1762429,0.0586,0.81,0.457,146.22,5605.0,0.93,296.5120204,49.7277506,FALSE,Rocky
2340,Kepler-1612 b,Transit,3.91795101,0.0482,1.03,1.08,269.25,5643.0,0.94,291.2503022,45.6550536,FALSE,Super Earths
2341,Kepler-1613 b,Transit,1.5184299,0.0264,2.08,4.98,6797.62,6005.0,1.12,289.8750066,43.4209318,FALSE,sub-Neptunes
2342,Kepler-1614 b,Transit,3.9466141,0.0471,1.49,2.83,276.37,5121.0,0.76,284.8713893,49.7758867,FALSE,Super Earths
2343,Kepler-1615 b,Transit,47.3126192,0.2788,2.06,4.9,31.17,5865.0,1.05,286.3592066,42.2273971,FALSE,sub-Neptunes
2344,Kepler-1616 b,Transit,6.76284377,0.0761,1.02,1.04,724.86,6266.0,1.34,286.5436691,45.3048716,FALSE,Super Earths
2345,Kepler-1617 b,Transit,27.4785572,0.181,1.2,1.87,64.69,6167.0,1.22,287.9371747,46.4184781,FALSE,Super Earths
2346,Kepler-1618 b,Transit,6.10826019,0.0706,1.26,2.13,903.91,6620.0,1.65,295.1753619,45.9308594,FALSE,Super Earths
2347,Kepler-1619 b,Transit,23.6225913,0.1611,0.76,0.363,74.64,5852.0,1.0,285.703595,44.4221528,FALSE,Rocky
2348,Kepler-162 b,Transit,6.919798,0.069,1.26,2.13,305.95,5816.0,0.96,297.2789115,43.7239693,FALSE,Super Earths
2349,Kepler-162 c,Transit,19.446355,0.137,3.03,9.43,77.05,5816.0,0.96,297.2789115,43.7239693,FALSE,sub-Neptunes
2350,Kepler-1620 b,Transit,101.951829,0.4322,1.61,3.22,7.92,6157.0,1.23,297.2709026,46.9284743,FALSE,Super Earths
2351,Kepler-1621 b,Transit,92.263714,0.4204,2.16,5.31,14.05,6158.0,1.24,297.5885341,43.8411937,FALSE,sub-Neptunes
2352,Kepler-1622 b,Transit,10.8118737,0.0994,1.47,2.76,236.0,6436.0,1.5,297.3288329,47.815459,FALSE,Super Earths
2353,Kepler-1623 b,Transit,4.36128348,0.0518,1.31,2.27,243.08,5772.0,1.0,294.082697,39.5560655,FALSE,Super Earths
2354,Kepler-1624 b,Transit,3.29030452,0.0327,5.7,27.6,6.01,3636.0,0.47,292.5798564,37.3762616,FALSE,sub-Jovians
2355,Kepler-1625 b,Transit,287.378949,0.8748,6.06,30.6,3.77,5677.0,0.94,295.429322,39.8865068,TRUE,Jovians
2356,Kepler-1626 b,Transit,4.13962966,0.0537,2.02,4.74,1328.65,6826.0,1.85,296.5004384,40.7212069,FALSE,sub-Neptunes
2357,Kepler-1627 b,Transit,7.20283653,0.0643,3.69,13.2,143.12,5445.0,0.84,284.0566675,41.5767277,FALSE,sub-Jovians
2358,Kepler-1628 b,Transit,76.378033,0.2952,6.43,33.8,0.79,3724.0,0.52,281.6336936,43.4115547,TRUE,Jovians
2359,Kepler-1629 b,Transit,3.87595807,0.0485,0.77,0.381,315.46,5776.0,1.01,280.2066276,43.7743281,FALSE,Rocky
2360,Kepler-163 b,Transit,7.810937,0.078,1.05,1.16,115.61,5776.0,0.92,295.0027458,46.9873389,FALSE,Super Earths
2361,Kepler-163 c,Transit,21.347262,0.152,2.26,5.73,30.24,5776.0,0.92,295.0027458,46.9873389,FALSE,sub-Neptunes
2362,Kepler-1630 b,Transit,509.997402,1.1218,2.19,5.43,0.26,4736.0,0.63,297.5083004,43.7110543,FALSE,sub-Neptunes
2363,Kepler-1631 b,Transit,4.09513932,0.0511,1.35,2.39,446.92,5679.0,0.95,294.6325781,43.8076687,FALSE,Super Earths
2364,Kepler-1632 b,Transit,448.303558,0.6762,2.47,6.66,6.06,6137.0,1.19,294.4948769,43.9135575,FALSE,sub-Neptunes
2365,Kepler-1633 b,Transit,186.404271,0.3875,1.58,3.12,26.26,6256.0,1.32,288.5151733,44.9232545,FALSE,Super Earths
2366,Kepler-1634 b,Transit,374.876239,1.0525,3.19,10.3,0.54,5474.0,0.89,294.043399,45.1398201,TRUE,sub-Neptunes
2367,Kepler-1635 b,Transit,469.63111,1.117,3.64,12.9,0.4,5347.0,0.85,285.3490542,45.5561768,TRUE,sub-Jovians
2368,Kepler-1636 b,Transit,425.47785,1.1546,3.23,10.5,1.22,5797.0,1.02,294.0575681,46.4409844,TRUE,sub-Neptunes
2369,Kepler-1637 b,Transit,6.10960324,0.0596,0.89,0.64,337.78,5789.0,1.02,282.2368006,48.1542016,FALSE,Rocky
2370,Kepler-1638 b,Transit,259.33683,0.745,1.87,4.16,2.76,5710.0,0.95,295.4823299,48.5244695,TRUE,sub-Neptunes
2371,Kepler-1639 b,Transit,9.878482,0.0932,2.58,7.18,187.85,6150.0,1.18,283.068651,48.8021209,FALSE,sub-Neptunes
2372,Kepler-164 b,Transit,5.03503,0.058,1.41,2.57,370.92,5888.0,1.15,287.7808115,47.6298453,FALSE,Super Earths
2373,Kepler-164 c,Transit,10.945723,0.097,2.73,7.9,131.49,5888.0,1.15,287.7808115,47.6298453,FALSE,sub-Neptunes
2374,Kepler-164 d,Transit,28.986769,0.187,2.45,6.57,35.89,5888.0,1.15,287.7808115,47.6298453,FALSE,sub-Neptunes
2375,Kepler-1640 b,Transit,7.5844126,0.0836,4.82,20.7,537.4,6324.0,1.43,294.5577857,40.8504949,FALSE,sub-Jovians
2376,Kepler-1641 b,Transit,19.672266,0.1473,3.11,9.85,82.83,6152.0,1.19,296.359456,41.5745321,FALSE,sub-Neptunes
2377,Kepler-1641 c,Transit,32.657212,0.2065,2.95,9.01,42.15,6152.0,1.19,296.359456,41.5745321,FALSE,sub-Neptunes
2378,Kepler-1642 b,Transit,12.2057513,0.1016,3.2,10.3,39.91,5355.0,0.84,297.2121215,43.643789,FALSE,sub-Neptunes
2379,Kepler-1642 c,Transit,6.6513802,0.0678,2.66,7.56,89.63,5355.0,0.84,297.2121215,43.643789,FALSE,sub-Neptunes
2380,Kepler-1643 b,Transit,5.34264507,0.0531,2.3,5.9,137.75,5508.0,0.88,300.4310076,44.7510129,FALSE,sub-Neptunes
2381,Kepler-1644 b,Transit,21.0907758,0.142,1.88,4.19,31.86,5499.0,0.86,285.4750512,48.0348356,FALSE,sub-Neptunes
2382,Kepler-1645 b,Transit,16.1779561,0.1285,1.78,3.82,138.54,5812.0,1.02,297.4795142,48.418582,FALSE,sub-Neptunes
2383,Kepler-1646 b,Transit,4.48558383,0.0295,1.23,2.04,4.2,3299.0,0.26,287.5264859,42.9129356,FALSE,Super Earths
2384,Kepler-1647 b,Transit,1107.5923,2.7205,11.874,483.0,,6210.0,1.79,298.150057,40.6561751,TRUE,Jovians
2385,Kepler-1649 b,Transit,8.689099,0.0514,1.017,1.03,2.21,3240.0,0.23,292.5029676,41.8299933,FALSE,Super Earths
2386,Kepler-1649 c,Transit,19.53527,0.0649,1.06,1.2,0.75,3240.0,0.23,292.5029676,41.8299933,TRUE,Super Earths
2387,Kepler-165 b,Transit,8.180848,0.072,2.32,5.99,59.8,5211.0,0.77,280.69092,47.8096702,FALSE,sub-Neptunes
2388,Kepler-165 c,Transit,15.31299,0.11,2.23,5.6,25.93,5211.0,0.77,280.69092,47.8096702,FALSE,sub-Neptunes
2389,Kepler-1650 b,Transit,1.53818001,0.0167,0.96,0.84,54.56,3410.0,0.33,297.7292296,42.8666919,FALSE,Rocky
2390,Kepler-1651 b,Transit,9.87863917,0.0692,1.84,4.04,5.65,3713.0,0.5,283.6282602,48.3908081,FALSE,sub-Neptunes
2391,Kepler-1652 b,Transit,38.09722,0.1654,1.6,3.19,0.81,3638.0,0.38,294.3660313,49.9150219,TRUE,Super Earths
2392,Kepler-1653 b,Transit,140.2524,0.4706,2.17,5.35,0.98,4807.0,0.69,296.457702,41.266021,TRUE,sub-Neptunes
2393,Kepler-1654 b,Transit,1047.8356,2.026,9.18,158.915,0.3,5597.0,1.18,282.1856949,44.4344617,FALSE,Jovians
2394,Kepler-1655 b,Transit,11.8728787,0.103,2.213,5.0,155.0,6148.0,1.03,286.6895986,39.2120802,FALSE,sub-Neptunes
2395,Kepler-1656 b,Transit,31.578659,0.197,5.02,48.6,24.94,5731.0,1.1,284.4722473,39.911889,FALSE,sub-Jovians
2396,Kepler-1658 b,Transit,3.84937278,0.0544,11.994,1868.8404,4055.29,6216.0,2.89,294.3565559,38.9473424,FALSE,Jovians
2397,Kepler-166 b,Transit,7.650254,0.072,2.27,5.77,77.54,5413.0,0.74,293.1600977,48.8812074,FALSE,sub-Neptunes
2398,Kepler-166 c,Transit,34.260281,0.195,2.38,6.26,10.51,5413.0,0.74,293.1600977,48.8812074,FALSE,sub-Neptunes
2399,Kepler-166 d,Transit,1.55400393,0.0246,1.73,3.64,651.41,5350.0,0.83,293.1600977,48.8812074,FALSE,Super Earths
2400,Kepler-1661 b,Transit,175.06,0.633,3.87,17.0,0.88,5100.0,0.76,285.1670927,41.9669383,TRUE,sub-Jovians
2401,Kepler-1663 b,Transit,17.6046,0.1072,3.304,10.9,4.07,3844.0,0.63,290.4015156,48.8227234,FALSE,sub-Neptunes
2402,Kepler-1664 b,Transit,14.3868,0.1137,3.033,9.45,85.46,5735.81,1.07,286.8527157,49.2616668,FALSE,sub-Neptunes
2403,Kepler-1665 b,Transit,11.9548,0.1006,2.839,8.44,159.04,5049.84,0.78,290.39624,41.0399229,FALSE,sub-Neptunes
2404,Kepler-1666 b,Transit,25.8476,0.1761,2.883,8.66,48.23,6293.0,1.15,297.9516071,46.2647024,FALSE,sub-Neptunes
2405,Kepler-1666 c,Transit,40.7157,0.2383,3.236,10.5,26.34,6293.0,1.15,297.9516071,46.2647024,FALSE,sub-Neptunes
2406,Kepler-1667 b,Transit,83.5781,0.4256,2.984,9.19,17.31,5941.54,1.09,283.5329505,48.0943604,FALSE,sub-Neptunes
2407,Kepler-1668 b,Transit,15.434,0.124,4.348,17.4,63.79,5542.0,1.02,297.3523076,46.0959309,FALSE,sub-Jovians
2408,Kepler-1669 b,Transit,9.51216,0.0745,2.78,8.15,18.66,4303.0,0.71,297.4303826,39.8478795,FALSE,sub-Neptunes
2409,Kepler-167 b,Transit,4.3931632,0.0483,1.615,3.24,115.8,4890.0,0.73,292.6585253,38.3455558,FALSE,Super Earths
2410,Kepler-167 c,Transit,7.406114,0.0684,1.548,3.01,57.7,4890.0,0.73,292.6585253,38.3455558,FALSE,Super Earths
2411,Kepler-167 d,Transit,21.803855,0.1405,1.194,1.83,13.68,4890.0,0.73,292.6585253,38.3455558,FALSE,Super Earths
2412,Kepler-167 e,Transit,1071.23228,1.89,10.15,73.4,0.07,4890.0,0.73,292.6585253,38.3455558,FALSE,Jovians
2413,Kepler-1670 b,Transit,20.4998,0.1528,3.356,11.2,67.67,5838.0,1.52,290.3264599,43.121755,FALSE,sub-Neptunes
2414,Kepler-1671 b,Transit,4.16787,0.0491,1.326,2.32,202.48,5135.55,0.93,291.7484295,39.4467817,FALSE,Super Earths
2415,Kepler-1672 b,Transit,150.878,0.5726,2.97,9.11,7.56,6131.95,1.09,297.9400971,40.2785566,FALSE,sub-Neptunes
2416,Kepler-1673 b,Transit,33.7888,0.2127,2.936,8.93,33.01,6014.95,1.13,285.6671724,48.7195865,FALSE,sub-Neptunes
2417,Kepler-1674 b,Transit,62.5611,0.3017,3.206,10.4,7.13,5473.91,0.88,294.8160447,45.3060844,FALSE,sub-Neptunes
2418,Kepler-1675 b,Transit,63.0382,0.3076,3.125,9.93,11.1,5853.19,1.13,283.8095478,41.0412517,FALSE,sub-Neptunes
2419,Kepler-1676 b,Transit,29.9221,0.1954,3.377,11.3,33.45,5878.3,1.06,287.2368778,43.5671665,FALSE,sub-Neptunes
2420,Kepler-1677 b,Transit,22.064,0.1624,2.702,7.76,60.81,6013.72,1.25,298.493273,47.0130566,FALSE,sub-Neptunes
2421,Kepler-1678 b,Transit,147.974,0.5302,3.304,10.9,2.78,5754.0,0.83,292.5916297,38.3995629,FALSE,sub-Neptunes
2422,Kepler-1679 b,Transit,9.75376,0.0892,2.069,4.93,103.3,5501.0,0.87,293.9005786,50.4270507,FALSE,sub-Neptunes
2423,Kepler-168 b,Transit,4.425391,0.056,1.46,2.73,725.06,6282.0,1.11,294.7101832,39.8250437,FALSE,Super Earths
2424,Kepler-168 c,Transit,13.193242,0.116,2.69,7.7,169.0,6282.0,1.11,294.7101832,39.8250437,FALSE,sub-Neptunes
2425,Kepler-1680 b,Transit,8.77424,0.0784,1.36,2.42,83.63,5021.0,0.72,297.0746571,39.9338893,FALSE,Super Earths
2426,Kepler-1681 b,Transit,69.8956,0.32,2.553,7.05,5.33,5756.4,0.76,296.6972773,46.3716969,FALSE,sub-Neptunes
2427,Kepler-1682 b,Transit,14.8334,0.1134,2.889,8.7,54.74,5619.12,0.84,293.9835827,39.5728474,FALSE,sub-Neptunes
2428,Kepler-1683 b,Transit,15.0337,0.1182,1.875,4.17,47.32,5429.0,0.9,298.4501035,44.2840193,FALSE,sub-Neptunes
2429,Kepler-1684 b,Transit,47.7055,0.2253,2.871,8.6,3.42,4706.54,0.67,294.0054181,46.3106625,FALSE,sub-Neptunes
2430,Kepler-1685 b,Transit,20.4905,0.1485,2.577,7.16,36.01,5484.0,0.84,296.1882618,43.9368118,FALSE,sub-Neptunes
2431,Kepler-1686 b,Transit,9.30987,0.0866,1.426,2.62,164.38,5714.96,1.2,291.6067189,42.0359783,FALSE,Super Earths
2432,Kepler-1687 b,Transit,5.77954,0.0532,1.656,3.38,30.22,4132.0,0.73,289.7428363,50.7870626,FALSE,Super Earths
2433,Kepler-1688 b,Transit,5.62012,0.0577,1.262,2.13,84.01,4632.11,0.75,289.5530051,41.2978532,FALSE,Super Earths
2434,Kepler-1689 b,Transit,8.483,0.0798,0.947,0.799,141.04,5731.43,1.0,291.5741663,38.6559433,FALSE,Rocky
2435,Kepler-169 b,Transit,3.250619,0.04,1.13,1.51,195.22,4997.0,0.76,285.9999204,40.9193822,FALSE,Super Earths
2436,Kepler-169 c,Transit,6.195469,0.062,1.21,1.92,82.85,4997.0,0.76,285.9999204,40.9193822,FALSE,Super Earths
2437,Kepler-169 d,Transit,8.348125,0.075,1.25,2.1,55.53,4997.0,0.76,285.9999204,40.9193822,FALSE,Super Earths
2438,Kepler-169 e,Transit,13.767102,0.105,2.2,5.48,28.55,4997.0,0.76,285.9999204,40.9193822,FALSE,sub-Neptunes
2439,Kepler-169 f,Transit,87.090195,0.359,2.58,7.18,2.44,4997.0,0.76,285.9999204,40.9193822,FALSE,sub-Neptunes
2440,Kepler-1690 b,Transit,234.636,0.7097,2.811,8.3,1.2,5404.0,0.86,288.1566649,41.8779417,TRUE,sub-Neptunes
2441,Kepler-1691 b,Transit,3.8482,0.0495,1.835,4.02,641.53,6000.0,1.13,286.2543962,41.0218373,FALSE,sub-Neptunes
2442,Kepler-1692 b,Transit,5.95966,0.0646,1.112,1.42,153.48,5146.0,0.87,286.9241804,47.0537092,FALSE,Super Earths
2443,Kepler-1693 b,Transit,12.0999,0.1011,1.289,2.21,100.37,5432.34,0.88,290.2015581,48.1857799,FALSE,Super Earths
2444,Kepler-1694 b,Transit,3.89526,0.0449,1.18,1.76,197.66,4954.0,0.76,293.7936339,40.241023,FALSE,Super Earths
2445,Kepler-1695 b,Transit,4.7329,0.0529,1.119,1.46,198.57,5473.19,0.99,293.6193001,46.4134015,FALSE,Super Earths
2446,Kepler-1696 b,Transit,65.9409,0.3244,2.81,8.29,10.04,5712.0,1.2,295.5761011,42.0233639,FALSE,sub-Neptunes
2447,Kepler-1697 b,Transit,33.4969,0.2008,1.26,2.12,37.3,4681.53,0.77,287.663331,43.4713782,FALSE,Super Earths
2448,Kepler-1698 b,Transit,1.2107,0.0203,1.073,1.25,784.51,4975.03,0.74,293.3450181,39.2577469,FALSE,Super Earths
2449,Kepler-1699 b,Transit,3.49082,0.0418,1.567,3.08,245.65,5575.53,0.72,292.1373281,48.9171579,FALSE,Super Earths
2450,Kepler-17 b,Transit,1.4857108,0.02591,14.68,778.65,1481.77,5781.0,1.01,298.3952437,47.8149865,FALSE,
2451,Kepler-170 b,Transit,7.930592,0.08,3.2,82.6,136.52,5679.0,1.03,284.5211975,41.6296562,FALSE,sub-Neptunes
2452,Kepler-170 c,Transit,16.665863,0.131,2.86,8.55,50.68,5679.0,1.03,284.5211975,41.6296562,FALSE,sub-Neptunes
2453,Kepler-1700 b,Transit,234.239,0.7576,2.901,8.76,2.77,6031.0,1.09,286.9497376,45.3537626,FALSE,sub-Neptunes
2454,Kepler-1701 b,Transit,169.134,0.5608,2.222,5.57,1.31,5146.0,0.84,286.6088625,41.8892986,TRUE,sub-Neptunes
2455,Kepler-1702 b,Transit,18.5012,0.1275,1.602,3.2,22.4,5093.0,0.73,284.9724842,44.5674794,FALSE,Super Earths
2456,Kepler-171 b,Transit,4.166972,0.05,2.34,6.08,304.18,5642.0,0.84,296.7719082,41.7555958,FALSE,sub-Neptunes
2457,Kepler-171 c,Transit,11.463462,0.098,2.56,7.08,78.91,5642.0,0.84,296.7719082,41.7555958,FALSE,sub-Neptunes
2458,Kepler-171 d,Transit,39.595519,0.223,1.89,4.23,15.1,5642.0,0.84,296.7719082,41.7555958,FALSE,sub-Neptunes
2459,Kepler-172 b,Transit,2.940309,0.04,2.35,6.12,639.48,5526.0,1.08,283.3684093,41.821839,FALSE,sub-Neptunes
2460,Kepler-172 c,Transit,6.388996,0.068,2.86,8.55,227.22,5526.0,1.08,283.3684093,41.821839,FALSE,sub-Neptunes
2461,Kepler-172 d,Transit,14.627119,0.118,2.25,5.69,75.29,5526.0,1.08,283.3684093,41.821839,FALSE,sub-Neptunes
2462,Kepler-172 e,Transit,35.118736,0.211,2.76,8.05,23.43,5526.0,1.08,283.3684093,41.821839,FALSE,sub-Neptunes
2463,Kepler-173 b,Transit,4.263742,0.048,1.29,2.21,599.5,6031.0,0.95,294.6466171,41.8840952,FALSE,Super Earths
2464,Kepler-173 c,Transit,8.005777,0.074,2.43,6.48,258.42,6031.0,0.95,294.6466171,41.8840952,FALSE,sub-Neptunes
2465,Kepler-174 b,Transit,13.98179,0.1,1.96,4.5,24.42,4880.0,0.62,287.4389454,43.8320052,FALSE,sub-Neptunes
2466,Kepler-174 c,Transit,44.000529,0.214,1.49,2.83,5.3,4880.0,0.62,287.4389454,43.8320052,FALSE,Super Earths
2467,Kepler-174 d,Transit,247.35373,0.677,2.19,5.43,0.53,4880.0,0.62,287.4389454,43.8320052,TRUE,sub-Neptunes
2468,Kepler-175 b,Transit,11.903515,0.105,2.56,7.08,129.64,6064.0,1.01,289.553232,43.876116,FALSE,sub-Neptunes
2469,Kepler-175 c,Transit,34.035257,0.213,3.1,9.8,31.95,6064.0,1.01,289.553232,43.876116,FALSE,sub-Neptunes
2470,Kepler-176 b,Transit,5.433074,0.058,1.43,2.63,123.8,5232.0,0.89,294.6679021,43.8532104,FALSE,Super Earths
2471,Kepler-176 c,Transit,12.759712,0.102,2.6,23.0,39.63,5232.0,0.89,294.6679021,43.8532104,FALSE,sub-Neptunes
2472,Kepler-176 d,Transit,25.751974,0.163,2.51,15.2,15.54,5232.0,0.89,294.6679021,43.8532104,FALSE,sub-Neptunes
2473,Kepler-176 e,Transit,51.16579,0.2494,1.45,2.7,6.22,5295.0,0.83,294.6679021,43.8532104,FALSE,Super Earths
2474,Kepler-177 b,Transit,36.8601,0.2184,3.5,5.84,30.4,5732.0,1.32,286.0471442,45.0532038,FALSE,sub-Neptunes
2475,Kepler-177 c,Transit,49.40926,0.2655,8.73,14.7,25.4,5732.0,1.32,286.0471442,45.0532038,FALSE,Jovians
2476,Kepler-178 b,Transit,9.576694,0.085,2.9,8.75,84.57,5676.0,1.07,287.1010275,46.8964033,FALSE,sub-Neptunes
2477,Kepler-178 c,Transit,20.552802,0.142,2.88,8.65,30.55,5676.0,1.07,287.1010275,46.8964033,FALSE,sub-Neptunes
2478,Kepler-178 d,Transit,96.678988,0.397,3.95,14.8,3.87,5676.0,1.07,287.1010275,46.8964033,FALSE,sub-Jovians
2479,Kepler-179 b,Transit,2.735926,0.036,1.64,3.33,360.26,5302.0,0.76,298.6636163,47.7619329,FALSE,Super Earths
2480,Kepler-179 c,Transit,6.40013,0.064,2.0,4.66,115.98,5302.0,0.76,298.6636163,47.7619329,FALSE,sub-Neptunes
2481,Kepler-18 b,Transit,3.504725,0.0447,2.0,6.9,355.74,5345.0,1.11,298.0794448,44.746248,FALSE,sub-Neptunes
2482,Kepler-18 c,Transit,7.64159,0.0752,5.49,17.3,126.08,5345.0,1.11,298.0794448,44.746248,FALSE,sub-Jovians
2483,Kepler-18 d,Transit,14.85888,0.1172,6.98,16.4,51.92,5345.0,1.11,298.0794448,44.746248,FALSE,Jovians
2484,Kepler-180 b,Transit,13.817124,0.109,1.5,2.86,72.12,5731.0,1.06,295.5712566,49.774514,FALSE,Super Earths
2485,Kepler-180 c,Transit,41.885775,0.229,3.01,9.32,16.42,5731.0,1.06,295.5712566,49.774514,FALSE,sub-Neptunes
2486,Kepler-181 b,Transit,3.137873,0.04,1.27,2.15,255.58,5333.0,0.75,296.1512831,50.0957806,FALSE,Super Earths
2487,Kepler-181 c,Transit,4.302149,0.049,1.99,4.62,168.19,5333.0,0.75,296.1512831,50.0957806,FALSE,sub-Neptunes
2488,Kepler-182 b,Transit,9.825792,0.096,2.58,7.18,239.79,6250.0,1.15,289.8301128,50.5862025,FALSE,sub-Neptunes
2489,Kepler-182 c,Transit,20.684342,0.157,3.43,11.6,88.85,6250.0,1.15,289.8301128,50.5862025,FALSE,sub-Neptunes
2490,Kepler-183 b,Transit,5.687945,0.064,2.06,4.9,281.85,5888.0,0.96,293.5308112,39.3159329,FALSE,sub-Neptunes
2491,Kepler-183 c,Transit,11.637071,0.103,2.27,35.7,108.72,5888.0,0.96,293.5308112,39.3159329,FALSE,sub-Neptunes
2492,Kepler-184 b,Transit,10.687576,0.092,2.36,6.17,70.36,5788.0,0.87,291.9518784,43.0746172,FALSE,sub-Neptunes
2493,Kepler-184 c,Transit,20.303005,0.141,1.97,8.8,29.88,5788.0,0.87,291.9518784,43.0746172,FALSE,sub-Neptunes
2494,Kepler-184 d,Transit,29.022358,0.179,2.49,6.76,18.56,5788.0,0.87,291.9518784,43.0746172,FALSE,sub-Neptunes
2495,Kepler-185 b,Transit,1.6329,0.026,1.17,1.71,475.51,5208.0,0.81,282.4681674,43.8899464,FALSE,Super Earths
2496,Kepler-185 c,Transit,20.729042,0.139,2.02,4.74,16.03,5208.0,0.81,282.4681674,43.8899464,FALSE,sub-Neptunes
2497,Kepler-186 b,Transit,3.8867907,0.0343,1.07,1.24,37.37,3788.0,0.47,298.652736,43.9549884,FALSE,Super Earths
2498,Kepler-186 c,Transit,7.267302,0.0451,1.25,2.1,13.98,3788.0,0.47,298.652736,43.9549884,FALSE,Super Earths
2499,Kepler-186 d,Transit,13.342996,0.0781,1.4,2.54,7.2,3788.0,0.47,298.652736,43.9549884,FALSE,Super Earths
2500,Kepler-186 e,Transit,22.407704,0.11,1.27,2.15,3.61,3788.0,0.47,298.652736,43.9549884,FALSE,Super Earths
2501,Kepler-186 f,Transit,129.9441,0.432,1.17,1.71,0.3,3755.0,0.52,298.652736,43.9549884,TRUE,Super Earths
2502,Kepler-187 b,Transit,4.938864,0.059,1.41,2.57,902.24,6105.0,1.29,299.7964955,44.0892448,FALSE,Super Earths
2503,Kepler-187 c,Transit,10.640263,0.099,2.67,7.61,324.13,6105.0,1.29,299.7964955,44.0892448,FALSE,sub-Neptunes
2504,Kepler-188 b,Transit,2.061897,0.032,1.68,3.46,1069.23,6021.0,1.14,281.2797173,44.3154743,FALSE,Super Earths
2505,Kepler-188 c,Transit,5.996553,0.066,3.19,10.3,257.35,6021.0,1.14,281.2797173,44.3154743,FALSE,sub-Neptunes
2506,Kepler-189 b,Transit,10.399931,0.088,1.21,1.92,45.39,5235.0,0.75,287.5646296,44.3050662,FALSE,Super Earths
2507,Kepler-189 c,Transit,20.134866,0.137,2.38,22.7,18.81,5235.0,0.75,287.5646296,44.3050662,FALSE,sub-Neptunes
2508,Kepler-19 b,Transit,9.28716,0.0835,2.209,8.4,93.54,5544.0,0.86,290.4209694,37.8516556,FALSE,sub-Neptunes
2509,Kepler-19 c,Transit Timing Variations,28.731,,3.68,13.1,,5544.0,0.86,290.4209694,37.8516556,,sub-Jovians
2510,Kepler-19 d,Radial Velocity,62.95,,5.06,22.5,,5544.0,0.86,290.4209694,37.8516556,,sub-Jovians
2511,Kepler-190 b,Transit,2.019999,0.03,1.56,3.05,417.24,5106.0,0.8,288.5839761,44.7337701,FALSE,Super Earths
2512,Kepler-190 c,Transit,3.763024,0.045,1.46,2.73,181.7,5106.0,0.8,288.5839761,44.7337701,FALSE,Super Earths
2513,Kepler-191 b,Transit,9.939632,0.087,1.34,2.36,64.29,5282.0,0.79,291.1833211,45.3230937,FALSE,Super Earths
2514,Kepler-191 c,Transit,17.738506,0.128,1.86,4.12,29.74,5282.0,0.79,291.1833211,45.3230937,FALSE,sub-Neptunes
2515,Kepler-191 d,Transit,5.94504102,0.0599,2.28,5.82,127.64,5215.0,0.8,291.1833211,45.3230937,FALSE,sub-Neptunes
2516,Kepler-192 b,Transit,9.926746,0.09,2.74,7.95,105.3,5479.0,1.01,287.9179379,45.5928829,FALSE,sub-Neptunes
2517,Kepler-192 c,Transit,21.2234,0.15,2.79,8.2,38.22,5479.0,1.01,287.9179379,45.5928829,FALSE,sub-Neptunes
2518,Kepler-192 d,Transit,6.47027579,0.0668,1.02,1.04,186.08,5487.0,0.94,287.9179379,45.5928829,FALSE,Super Earths
2519,Kepler-193 b,Transit,11.38848,0.106,2.39,6.3,117.3,6335.0,1.15,296.4985951,46.5772484,FALSE,sub-Neptunes
2520,Kepler-193 c,Transit,50.697494,0.286,2.75,8.0,16.03,6335.0,1.15,296.4985951,46.5772484,FALSE,sub-Neptunes
2521,Kepler-194 b,Transit,2.092281,0.032,1.51,2.89,953.17,6089.0,1.02,291.971429,47.8640498,FALSE,Super Earths
2522,Kepler-194 c,Transit,17.308032,0.131,2.59,7.22,56.95,6089.0,1.02,291.971429,47.8640498,FALSE,sub-Neptunes
2523,Kepler-194 d,Transit,52.814973,0.275,2.4,6.35,12.86,6089.0,1.02,291.971429,47.8640498,FALSE,sub-Neptunes
