,Planet Name,Detection Method,Orbital Period,Orbit Semi-Major Axis,Planet Radius,Planet Mass,Insolation Flux,Stellar Effective Temperature,Stellar Radius,RA [degree],Dec [degree],Habitable Zone Flag,Planet Classification
841,HD 37605 b,Radial Velocity,55.01292,0.277,13.2,854.9627,,5329.0,0.91,85.0074276,6.0595116,FALSE,Jovians
842,HD 37605 c,Radial Velocity,2720.0,3.74,13.1,1013.8777,,5329.0,0.91,85.0074276,6.0595116,FALSE,Jovians
843,HD 3765 b,Radial Velocity,1211.0,2.108,8.56,54.98431,,5049.8,0.83,10.2072994,40.1842918,FALSE,Jovians
844,HD 38283 b,Radial Velocity,363.20001,1.02,14.0,127.132,,5981.0,1.49,84.2605324,-73.6998131,FALSE,Jovians
845,HD 38529 b,Radial Velocity,14.30944,0.1294,13.9,253.31051,,5541.0,2.56,86.6451363,1.1675866,FALSE,Jovians
846,HD 38529 c,Radial Velocity,2136.1,3.64,12.3,4128.6117,,5541.0,2.56,86.6451363,1.1675866,TRUE,Jovians
847,HD 38801 b,Radial Velocity,685.25,1.623,12.5,3082.31534,,5338.0,2.03,86.9963141,-8.3280256,TRUE,Jovians
848,HD 39091 b,Radial Velocity,2093.07,3.1,12.3,4100.007,,6037.0,1.1,84.2992798,-80.4646041,FALSE,Jovians
849,HD 39855 b,Radial Velocity,3.2498,0.041,2.85,8.5,,5576.0,0.74,88.6260731,-19.7044472,FALSE,sub-Neptunes
850,HD 40307 b,Radial Velocity,4.3123,0.0468,1.83,4.0,,4956.0,0.72,88.5172191,-60.0237289,FALSE,sub-Neptunes
851,HD 40307 c,Radial Velocity,9.6184,0.0799,2.46,6.6,,4956.0,0.72,88.5172191,-60.0237289,FALSE,sub-Neptunes
852,HD 40307 d,Radial Velocity,20.432,0.1321,3.04,9.5,,4956.0,0.72,88.5172191,-60.0237289,FALSE,sub-Neptunes
853,HD 40307 f,Radial Velocity,51.76,0.247,2.13,5.2,,4956.0,0.72,88.5172191,-60.0237289,FALSE,sub-Neptunes
854,HD 40307 g,Radial Velocity,197.8,0.6,2.56,7.1,,4956.0,0.72,88.5172191,-60.0237289,TRUE,sub-Neptunes
855,HD 40956 b,Radial Velocity,578.6,1.4,13.2,858.141,,4869.0,8.56,91.6628015,63.453875,FALSE,Jovians
856,HD 40979 b,Radial Velocity,264.14999,0.85,12.9,1484.2661,,6165.0,1.21,91.1253346,44.2597855,FALSE,Jovians
857,HD 41004 A b,Radial Velocity,963.0,,13.2,807.25,,5310.0,0.85,89.9566041,-48.2394189,,Jovians
858,HD 41004 B b,Radial Velocity,1.3283,,12.1,5838.29,,5036.0,1.04,89.9565956,-48.2394114,,Jovians
859,HD 4113 b,Radial Velocity,526.62,1.28,13.5,495.79,,5688.0,1.08,10.8027515,-37.9831248,TRUE,Jovians
860,HD 42012 b,Radial Velocity,857.5,1.67,13.5,508.528,,5405.0,0.82,92.485473,34.1341722,FALSE,Jovians
861,HD 4203 b,Radial Velocity,431.88,1.17,13.3,708.7609,,5596.0,1.42,11.1722288,20.4483925,TRUE,Jovians
862,HD 4203 c,Radial Velocity,6700.0,6.95,13.3,689.66,,5582.0,1.5,11.1722288,20.4483925,FALSE,Jovians
863,HD 4208 b,Radial Velocity,832.97,1.662,13.9,257.4423,,5717.0,0.85,11.1125532,-26.5150392,FALSE,Jovians
864,HD 42618 b,Radial Velocity,149.61,0.554,3.89,14.4,3.16,5727.0,1.0,93.0032173,6.7819742,FALSE,sub-Jovians
865,HD 4308 b,Radial Velocity,15.56,0.12,4.12,15.8915,,5686.0,1.02,11.1652594,-65.6527159,FALSE,sub-Jovians
866,HD 4313 b,Radial Velocity,356.21,1.157,13.4,612.45841,,4943.0,5.14,11.4181301,7.8450492,FALSE,Jovians
867,HD 43197 b,Radial Velocity,327.8,0.92,14.1,190.69,,5508.0,1.0,93.3993231,-29.8971929,TRUE,Jovians
868,HD 43691 b,Radial Velocity,36.9987,0.238,13.2,810.4665,,6093.0,1.6,94.8946124,41.0920773,FALSE,Jovians
869,HD 44219 b,Radial Velocity,472.3,1.19,14.1,184.33,,5752.0,1.32,95.0599971,-10.7250799,TRUE,Jovians
870,HD 45184 b,Radial Velocity,5.8854,0.0644,3.52,12.19,,5869.0,1.08,96.1820205,-28.7806402,FALSE,sub-Jovians
871,HD 45184 c,Radial Velocity,13.1354,0.11,2.91,8.81,,5869.0,1.08,96.1820205,-28.7806402,FALSE,sub-Neptunes
872,HD 45350 b,Radial Velocity,963.6,1.92,13.5,568.89,,5566.0,1.26,97.1902262,38.9627315,TRUE,Jovians
873,HD 45364 b,Radial Velocity,226.93,0.6813,8.97,59.4953,,5434.0,0.89,96.4105736,-31.4810037,TRUE,Jovians
874,HD 45364 c,Radial Velocity,342.85,0.8972,14.1,209.0915,,5434.0,0.89,96.4105736,-31.4810037,TRUE,Jovians
875,HD 45652 b,Radial Velocity,44.073,0.237,14.3,137.62039,,5294.0,0.94,97.3058709,10.9336212,FALSE,Jovians
876,HD 46375 b,Radial Velocity,3.023573,0.0398,10.0,71.8,,5285.0,0.91,98.3030763,5.4625071,FALSE,Jovians
877,HD 47186 b,Radial Velocity,4.0845,0.05,5.02,22.2481,,5657.0,1.08,99.0367212,-27.6234285,FALSE,sub-Jovians
878,HD 47186 c,Radial Velocity,1353.6,2.395,13.0,111.42,,5657.0,1.08,99.0367212,-27.6234285,FALSE,Jovians
879,HD 4732 b,Radial Velocity,360.2,1.19,13.3,753.23,,4959.0,5.4,12.3085089,-24.1369079,FALSE,Jovians
880,HD 4732 c,Radial Velocity,2732.0,4.6,13.3,753.23,,4959.0,5.4,12.3085089,-24.1369079,TRUE,Jovians
881,HD 47366 b,Radial Velocity,359.15,1.28,13.3,731.009,,4914.0,6.2,99.4200181,-12.9856593,FALSE,Jovians
882,HD 47366 c,Radial Velocity,682.85,1.97,13.4,597.5204,,4914.0,6.2,99.4200181,-12.9856593,FALSE,Jovians
883,HD 47536 b,Radial Velocity,712.13,1.93,12.6,2330.0,,4380.0,23.47,99.448958,-32.3394531,FALSE,Jovians
884,HD 4760 b,Radial Velocity,434.0,1.14,12.3,4417.837,,4076.0,42.4,12.4161652,6.4071412,FALSE,Jovians
885,HD 48265 b,Radial Velocity,778.51,1.814,13.5,484.69075,,5733.0,1.9,100.0073683,-48.5418284,TRUE,Jovians
886,HD 4917 b,Radial Velocity,400.5,1.167,13.5,513.29545,,4802.0,5.01,12.7762624,-12.9276648,FALSE,Jovians
887,HD 49674 b,Radial Velocity,4.94737,0.06,6.2,31.783,,5602.0,1.02,102.8773483,40.8672284,FALSE,Jovians
888,HD 50499 b,Radial Velocity,2447.1,3.833,13.5,519.96988,,6102.0,1.35,103.008075,-33.915267,FALSE,Jovians
889,HD 50499 c,Radial Velocity,8619.9,9.02,13.2,931.2419,,6099.0,1.42,103.008075,-33.915267,FALSE,Jovians
890,HD 50554 b,Radial Velocity,1293.0,2.353,12.9,1574.464,,5987.0,1.02,103.678273,24.2451409,FALSE,Jovians
891,HD 51608 b,Radial Velocity,14.0726,0.1059,3.62,12.77,,5358.0,0.92,103.7137102,-55.2600189,FALSE,sub-Jovians
892,HD 51608 c,Radial Velocity,95.9446,0.3809,3.87,14.31,,5358.0,0.92,103.7137102,-55.2600189,FALSE,sub-Jovians
893,HD 52265 b,Radial Velocity,119.27,0.52,13.7,384.5743,,6136.0,1.32,105.0746449,-5.3668142,FALSE,Jovians
894,HD 5278 b,Transit,14.339156,0.1202,2.45,7.8,132.0,6203.0,1.19,12.5467785,-83.7437671,FALSE,sub-Neptunes
895,HD 5278 c,Radial Velocity,40.87,0.2416,4.49,18.4,,6203.0,1.19,12.5467785,-83.7437671,FALSE,sub-Jovians
896,HD 5319 b,Radial Velocity,637.1,1.57,13.5,494.54348,,4871.0,4.06,13.7558096,0.7893425,FALSE,Jovians
897,HD 5319 c,Radial Velocity,872.2,1.93,13.8,334.67499,,4871.0,4.06,13.7558096,0.7893425,FALSE,Jovians
898,HD 55696 b,Radial Velocity,1827.0,3.18,13.0,1230.0021,,6012.0,1.52,108.0622029,-38.174639,FALSE,Jovians
899,HD 5583 b,Radial Velocity,139.35,0.53,12.8,1837.0574,,4830.0,9.09,14.486946,34.9853306,FALSE,Jovians
900,HD 5608 b,Radial Velocity,779.9,1.911,13.5,534.27223,,4877.0,5.14,14.5594349,33.9505774,FALSE,Jovians
901,HD 564 b,Radial Velocity,492.3,1.2,12.5,104.88,,5902.0,1.01,2.4694459,-50.2678998,TRUE,Jovians
902,HD 5891 b,Radial Velocity,177.11,0.64,12.6,2425.0429,,4673.0,10.64,15.1383168,20.2923139,FALSE,Jovians
903,HD 59686 A b,Radial Velocity,299.36,1.086,12.7,2199.3836,,4658.0,13.2,112.9518629,17.0857195,FALSE,Jovians
904,HD 60292 b,Radial Velocity,495.4,1.5,12.7,2065.895,,4348.0,27.0,114.6201698,66.2350517,FALSE,Jovians
905,HD 60532 b,Radial Velocity,201.9,0.77,13.8,336.8998,,6245.0,2.57,113.5130656,-22.2958661,FALSE,Jovians
906,HD 60532 c,Radial Velocity,600.1,1.6,13.3,797.7533,,6245.0,2.57,113.5130656,-22.2958661,FALSE,Jovians
907,HD 62509 b,Radial Velocity,589.64,1.64,13.3,731.0,,4892.63,8.9,116.328824,28.026127,FALSE,Jovians
908,HD 63433 b,Transit,7.10793,0.0719,2.15,5.27,145.56,5640.0,0.91,117.4793699,27.3631342,FALSE,sub-Neptunes
909,HD 63433 c,Transit,20.5453,0.1458,2.67,7.61,35.35,5640.0,0.91,117.4793699,27.3631342,FALSE,sub-Neptunes
910,HD 63454 b,Radial Velocity,2.81805,0.04,12.31,79.4575,,4812.0,0.77,114.8406393,-78.2791464,FALSE,Jovians
911,HD 63765 b,Radial Velocity,358.0,0.94,14.2,168.4499,,5449.0,0.83,116.9582617,-54.265345,TRUE,Jovians
912,HD 64114 b,Radial Velocity,45.791,0.246,4.41,17.8,,5676.0,0.88,117.982556,-11.0337221,FALSE,sub-Jovians
913,HD 6434 b,Radial Velocity,21.998,0.14,14.2,155.7367,,5769.0,1.12,16.1663441,-39.4904909,FALSE,Jovians
914,HD 65216 b,Radial Velocity,577.6,1.301,13.6,411.58985,,5612.0,0.88,118.4209646,-63.6466892,TRUE,Jovians
915,HD 65216 c,Radial Velocity,5370.0,5.75,13.4,645.1949,,5612.0,0.89,118.4209646,-63.6466892,FALSE,Jovians
916,HD 66141 b,Radial Velocity,480.5,1.2,12.8,1906.9,,4323.0,21.4,120.5662825,2.3350265,FALSE,Jovians
917,HD 66428 b,Radial Velocity,2263.12,3.467,13.1,1018.32732,,5773.0,1.1,120.8691654,-1.1636019,FALSE,Jovians
918,HD 66428 c,Radial Velocity,39000.0,23.0,11.9,8581.36699,,5647.6,1.17,120.8691654,-1.1636019,FALSE,Jovians
919,HD 67087 b,Radial Velocity,352.2,1.08,13.1,973.0,,6330.0,1.55,121.9155672,31.5511553,FALSE,Jovians
920,HD 67087 c,Radial Velocity,2374.0,3.86,12.9,1540.0,,6330.0,1.55,121.9155672,31.5511553,FALSE,Jovians
921,HD 6718 b,Radial Velocity,2496.0,3.55,13.5,533.9544,,5801.0,0.95,16.9536005,-8.2336165,FALSE,Jovians
922,HD 68402 b,Radial Velocity,1103.0,2.18,13.1,975.7381,,5950.0,1.02,121.3474609,-74.4100732,FALSE,Jovians
923,HD 68988 b,Radial Velocity,6.27711,0.07,13.4,626.1251,,5932.0,1.19,124.5935429,61.4608518,FALSE,Jovians
924,HD 68988 c,Radial Velocity,16000.0,13.2,12.3,4767.4261,,5883.41,1.26,124.5935429,61.4608518,FALSE,Jovians
925,HD 69830 b,Radial Velocity,8.667,0.0785,3.17,10.2,,5385.0,0.89,124.6010091,-12.6364246,FALSE,sub-Neptunes
926,HD 69830 c,Radial Velocity,31.56,0.186,3.46,11.8,,5385.0,0.89,124.6010091,-12.6364246,FALSE,sub-Neptunes
927,HD 69830 d,Radial Velocity,197.0,0.63,4.45,18.1,,5385.0,0.89,124.6010091,-12.6364246,TRUE,sub-Jovians
928,HD 70573 b,Radial Velocity,851.8,1.76,12.8,1900.0,,5737.0,0.98,125.7079153,1.8591088,FALSE,Jovians
929,HD 70642 b,Radial Velocity,2124.54,3.318,13.4,633.43519,,5732.0,0.98,125.3661079,-39.7044432,FALSE,Jovians
930,HD 7199 b,Radial Velocity,615.0,1.36,11.1,85.8141,,5371.0,0.97,17.6979344,-66.1886947,TRUE,Jovians
931,HD 72490 b,Transit,858.0,1.88,13.5,561.92344,,4934.0,4.96,128.4028287,13.5507189,FALSE,Jovians
932,HD 72659 b,Radial Velocity,3658.0,4.75,13.0,1223.6455,,5932.0,1.46,128.5128072,-1.5686323,FALSE,Jovians
933,HD 72892 b,Radial Velocity,39.475,0.228,12.8,1732.1735,,5688.0,1.22,128.7195554,-14.4574311,FALSE,Jovians
934,HD 73267 b,Radial Velocity,1245.36,2.187,13.1,984.31951,,5387.0,0.91,129.0735123,-34.4594469,FALSE,Jovians
935,HD 73526 b,Radial Velocity,188.3,0.65,13.1,978.9164,,5601.0,1.53,129.318331,-41.3184231,FALSE,Jovians
936,HD 73526 c,Radial Velocity,379.1,1.03,13.3,715.09,,5633.0,1.53,129.318331,-41.3184231,FALSE,Jovians
937,HD 73534 b,Radial Velocity,1750.0,2.99,13.7,353.42696,,4917.0,2.58,129.8153421,12.9599703,TRUE,Jovians
938,HD 74156 b,Radial Velocity,51.645,0.292,13.4,572.07,,6068.0,1.51,130.6047813,4.5772338,FALSE,Jovians
939,HD 74156 c,Radial Velocity,2473.0,3.85,12.6,2561.6,,6068.0,1.51,130.6047813,4.5772338,FALSE,Jovians
940,HD 7449 b,Radial Velocity,1255.5,2.38,14.2,161.45764,,6024.0,0.97,18.621465,-5.0479716,FALSE,Jovians
941,HD 75289 b,Radial Velocity,3.50927,0.05,14.2,155.7367,,6117.0,1.23,131.9181715,-41.7377748,FALSE,Jovians
942,HD 75784 b,Radial Velocity,341.2,1.032,13.8,317.83,,4867.0,3.4,133.0992289,13.2330548,FALSE,Jovians
943,HD 75784 c,Radial Velocity,7900.0,8.4,12.8,1792.5612,,4867.0,3.4,133.0992289,13.2330548,FALSE,Jovians
944,HD 75898 b,Radial Velocity,422.9,1.191,13.2,861.3193,,5963.0,1.58,133.4611999,33.0566885,FALSE,Jovians
945,HD 76700 b,Radial Velocity,3.97097,0.05,9.6,66.7443,,5644.0,1.37,133.4782248,-66.8004747,FALSE,Jovians
946,HD 76920 b,Radial Velocity,415.4,1.149,13.0,1249.0719,,4698.0,7.47,133.820353,-67.2653621,FALSE,Jovians
947,HD 77338 b,Radial Velocity,5.7361,0.06,4.12,15.9,,5341.0,0.97,135.3022475,-25.5282343,FALSE,sub-Jovians
948,HD 7924 b,Radial Velocity,5.39792,0.06,2.4,6.3566,113.7,5131.0,0.78,20.4956562,76.7101475,FALSE,sub-Neptunes
949,HD 7924 c,Radial Velocity,15.299,0.1134,2.72,7.86,28.35,5075.0,0.78,20.4956562,76.7101475,FALSE,sub-Neptunes
950,HD 7924 d,Radial Velocity,24.451,0.1551,2.42,6.44,15.17,5075.0,0.78,20.4956562,76.7101475,FALSE,sub-Neptunes
951,HD 79498 b,Radial Velocity,1807.0,2.98,13.6,425.8922,,5748.0,1.05,138.7885794,23.3748792,FALSE,Jovians
952,HD 80606 b,Radial Velocity,111.4367,0.4565,11.994,1392.0954,,5561.0,1.04,140.6569501,50.6037764,FALSE,Jovians
953,HD 80653 b,Transit,0.719573,0.0166,1.613,5.6,,6080.0,1.22,140.3390845,14.3678691,FALSE,Super Earths
954,HD 81040 b,Radial Velocity,1001.70001,1.94,12.6,2310.6241,,5755.0,0.91,140.9455027,20.3646078,FALSE,Jovians
955,HD 81688 b,Radial Velocity,184.02,0.81,13.2,858.1,,4753.0,13.0,142.1665753,45.6009241,FALSE,Jovians
956,HD 81817 b,Radial Velocity,1047.1,3.3,11.9,8613.193,,4140.0,83.8,144.2715659,81.3263096,FALSE,Jovians
957,HD 82886 b,Radial Velocity,705.0,1.58,13.3,740.5439,,4953.0,5.26,143.9383526,34.7805902,FALSE,Jovians
958,HD 82943 b,Radial Velocity,441.47,1.18306,13.5,534.25,,5935.0,1.18,143.7114034,-12.1302976,TRUE,Jovians
959,HD 82943 c,Radial Velocity,220.078,0.74345,13.4,622.603,,5935.0,1.18,143.7114034,-12.1302976,FALSE,Jovians
960,HD 8326 b,Radial Velocity,158.991,0.533,9.58,66.6,,4914.0,0.78,20.5314418,-26.8940678,TRUE,Jovians
961,HD 83443 b,Radial Velocity,2.9857,0.04,12.7,108.0622,,5442.0,0.94,144.2994103,-43.272721,FALSE,Jovians
962,HD 8535 b,Radial Velocity,1313.0,2.45,14.0,216.1244,,6136.0,1.19,20.9054804,-41.2701007,FALSE,Jovians
963,HD 85390 b,Radial Velocity,799.52,1.373,6.16,31.46517,,5186.0,0.8,147.5105663,-49.7905254,FALSE,Jovians
964,HD 85512 b,Radial Velocity,58.43,0.26,1.72,3.6,,4300.0,0.71,147.7821226,-43.5048162,FALSE,Super Earths
965,HD 8574 b,Radial Velocity,227.0,0.76,13.4,645.1949,,6064.0,1.38,21.3033807,28.5660169,FALSE,Jovians
966,HD 86081 b,Radial Velocity,2.1378431,0.0346,13.6,470.3884,,5939.0,1.46,149.0243714,-3.8083543,FALSE,Jovians
967,HD 86226 b,Radial Velocity,1628.0,2.73,14.3,143.0235,,5863.0,1.05,149.1235154,-24.0991859,FALSE,Jovians
968,HD 86226 c,Transit,3.98442,0.049,2.16,7.25,449.23,5863.0,1.05,149.1235154,-24.0991859,FALSE,sub-Neptunes
969,HD 86264 b,Radial Velocity,1475.0,2.86,12.7,2224.81,,6210.0,1.88,149.2409308,-15.8953993,TRUE,Jovians
970,HD 8673 b,Radial Velocity,1634.0,3.02,12.3,4513.0,,6389.05,1.5,21.5378455,34.5793389,TRUE,Jovians
971,HD 86950 b,Radial Velocity,1270.0,2.72,13.0,1144.188,,4805.0,8.8,150.4066612,-17.3330699,FALSE,Jovians
972,HD 87646 b,Radial Velocity,13.481,0.117,12.4,3941.092,,5770.0,1.55,151.6695435,17.8949795,FALSE,Jovians
973,HD 87883 b,Radial Velocity,2754.0,3.58,13.5,489.4582,,4915.0,0.79,152.1794175,34.2419984,FALSE,Jovians
974,HD 88133 b,Radial Velocity,3.414884,0.0479,13.8,324.1866,,5392.0,2.2,152.5319349,18.1857284,FALSE,Jovians
975,HD 89307 b,Radial Velocity,2166.0,3.27,13.4,670.6213,,5955.0,1.1,154.5874958,12.6209392,FALSE,Jovians
976,HD 89345 b,Transit,11.8143,0.1066,7.398,34.9613,,5576.0,1.75,154.6710977,10.1288464,FALSE,Jovians
977,HD 89744 b,Radial Velocity,256.78,0.917,12.6,2653.8805,,6291.0,2.13,155.5433193,41.2289354,FALSE,Jovians
978,HD 90156 b,Radial Velocity,49.77,0.25,4.43,17.98,,5599.0,0.92,155.9801144,-29.645103,FALSE,sub-Jovians
979,HD 9174 b,Radial Velocity,1179.0,2.2,13.7,352.7913,,5577.0,1.67,22.5043352,-19.6052945,TRUE,Jovians
980,HD 92788 b,Radial Velocity,325.803,0.97,13.0,1195.0408,,5744.0,1.14,160.7021351,-2.1847173,TRUE,Jovians
981,HD 92788 c,Radial Velocity,11611.2975,10.5,13.0,1166.4361,,5744.0,1.14,160.7021351,-2.1847173,FALSE,Jovians
982,HD 92987 b,Radial Velocity,10354.8375,9.62,12.2,5364.9704,,5770.0,1.58,160.9012407,-39.0583857,FALSE,Jovians
983,HD 93083 b,Radial Velocity,143.58,0.477,13.4,117.59,,4995.0,0.85,161.0866672,-33.5776794,FALSE,Jovians
984,HD 9446 b,Radial Velocity,30.052,0.189,14.0,222.472,,5793.0,1.0,23.3350424,29.2649187,FALSE,Jovians
985,HD 9446 c,Radial Velocity,192.9,0.654,13.4,578.426,,5793.0,1.0,23.3350424,29.2649187,FALSE,Jovians
986,HD 94834 b,Radial Velocity,1576.0,2.74,13.7,400.4658,,4798.0,4.2,164.3126363,24.1429374,TRUE,Jovians
987,HD 95086 b,Imaging,,55.7,12.9,1589.0,,7595.0,1.49,164.2621032,-68.6672917,FALSE,Jovians
988,HD 95089 b,Radial Velocity,464.4,1.36,13.7,400.4658,,4918.0,5.08,164.698748,1.7290087,FALSE,Jovians
989,HD 95089 c,Radial Velocity,1785.0,3.33,13.1,1096.5135,,4918.0,5.08,164.698748,1.7290087,TRUE,Jovians
990,HD 95127 b,Radial Velocity,482.0,1.28,12.4,3378.5329,,4218.0,41.01,164.8961152,43.8144094,FALSE,Jovians
991,HD 95338 b,Radial Velocity,55.087,0.262,3.89,42.44,7.42,5212.0,0.87,164.8563364,-56.6235564,FALSE,sub-Jovians
992,HD 95735 c,Radial Velocity,3190.0,3.1,4.44,18.05265,,3719.95,0.37,165.834471,35.972317,FALSE,sub-Jovians
